Order,ENV,block,sb,GRID,GENO,Type,TypeO,TypeS,Family,GE,D80,D100,Surv,L10,Bud,totaldays,D320,CD320
1,DUNE,1,A,B10,Parental,DUNE,DUNE,D1,D1-A23,1,1,1,1,1,0,240,1,0
2,DUNE,1,A,B34,Parental,DUNE,DUNE,D0,D0-48,1,1,1,1,1,0,289,1,0
3,DUNE,1,A,C33,Parental,DUNE,DUNE,D0,D0-51,0,0,0,0,0,0,0,NA,1
4,DUNE,1,A,D02,Parental,DUNE,DUNE,D3,D3-A24,1,1,1,1,1,0,240,1,0
5,DUNE,1,A,D04,Parental,DUNE,DUNE,D0,D0-54,0,0,0,0,0,0,0,NA,1
6,DUNE,1,A,E12,Parental,DUNE,DUNE,D1,D1-A14,1,1,1,1,1,0,289,1,0
7,DUNE,1,A,F14,Parental,DUNE,DUNE,D1,D1-AY,1,1,1,0,0,0,143,0,1
8,DUNE,1,A,G30,Parental,DUNE,DUNE,D3,D3-A10,1,1,1,0,0,0,157,0,1
9,DUNE,1,A,G31,Parental,DUNE,DUNE,D1,D1-A08,1,1,1,1,1,0,289,1,0
10,DUNE,1,A,G35,Parental,DUNE,DUNE,D1,D1-A07,0,0,0,0,0,0,0,NA,1
11,DUNE,1,A,H34,Parental,DUNE,DUNE,D0,D0-38,1,1,1,1,1,1,306,1,0
12,DUNE,1,A,H35,Parental,DUNE,DUNE,D0,D0-36,1,1,1,1,1,0,298,1,0
13,DUNE,1,A,H37,Parental,DUNE,DUNE,D3,D3-A26,0,0,0,0,0,0,0,NA,1
14,DUNE,1,A,H40,Parental,DUNE,DUNE,D1,D1-A29,1,1,1,0,0,0,143,0,1
15,DUNE,1,A,J03,Parental,DUNE,DUNE,D0,D0-27,1,1,1,1,1,0,269,1,0
16,DUNE,1,A,J29,Parental,DUNE,DUNE,D1,D1-A11,0,0,0,0,0,0,0,NA,1
17,DUNE,1,A,J30,Parental,DUNE,DUNE,D0,D0-37,1,1,1,0,0,0,143,0,1
18,DUNE,1,A,K08,Parental,DUNE,DUNE,D1,D1-A09,0,0,0,0,0,0,0,NA,1
19,DUNE,1,A,K20,Parental,DUNE,DUNE,D1,D1-A06,0,0,0,0,0,0,0,NA,1
20,DUNE,1,A,K31,Parental,DUNE,DUNE,D3,D3-A13,1,1,1,1,1,0,289,1,0
21,DUNE,1,A,L04,Parental,DUNE,DUNE,D0,D0-28,0,0,0,0,0,0,0,NA,1
22,DUNE,1,A,N24,Parental,DUNE,DUNE,D0,D0-46,1,1,1,0,0,0,124,0,1
23,DUNE,1,A,O01,Parental,DUNE,DUNE,D3,D3-A04,0,0,0,0,0,0,0,NA,1
24,DUNE,1,A,O14,Parental,DUNE,DUNE,D3,D3-A03,0,0,0,0,0,0,0,NA,1
25,DUNE,1,A,O33,Parental,DUNE,DUNE,D1,D1-A03,0,0,0,0,0,0,0,NA,1
26,DUNE,1,B,B39,Parental,DUNE,DUNE,D3,D3-A05,1,1,1,1,1,0,252,0,1
27,DUNE,1,B,C27,Parental,DUNE,DUNE,D1,D1-A32,0,0,0,0,0,0,0,NA,1
28,DUNE,1,B,E05,Parental,DUNE,DUNE,D3,D3-A21,1,1,1,1,1,1,256,0,1
29,DUNE,1,B,F03,Parental,DUNE,DUNE,D0,D0-29,1,0,0,0,0,0,24,0,1
30,DUNE,1,B,F23,Parental,DUNE,DUNE,D3,D3-A12,1,1,1,1,0,0,197,0,1
31,DUNE,1,B,G09,Parental,DUNE,DUNE,D0,D0-42,1,1,1,1,1,0,308,1,0
32,DUNE,1,B,G12,Parental,DUNE,DUNE,D1,D1-A20,1,1,1,1,1,0,289,1,0
33,DUNE,1,B,G15,Parental,DUNE,DUNE,D3,D3-A20,1,1,1,1,1,1,306,1,0
34,DUNE,1,B,G17,Parental,DUNE,DUNE,D3,D3-A23,1,1,1,1,1,0,310,1,0
35,DUNE,1,B,G37,Parental,DUNE,DUNE,D0,D0-30,1,1,1,1,1,0,304,1,0
36,DUNE,1,B,H03,Parental,DUNE,DUNE,D3,D3-A02,1,1,1,1,1,0,300,1,0
37,DUNE,1,B,H06,Parental,DUNE,DUNE,D1,D1-A12,1,1,1,0,0,0,157,0,1
38,DUNE,1,B,H11,Parental,DUNE,DUNE,D1,D1-A16,1,1,1,0,0,0,104,0,1
39,DUNE,1,B,H27,Parental,DUNE,DUNE,D0,D0-31,0,0,0,0,0,0,0,NA,1
40,DUNE,1,B,I01,Parental,DUNE,DUNE,D0,D0-49,1,0,0,0,0,0,7,0,1
41,DUNE,1,B,I03,Parental,DUNE,DUNE,D0,D0-34,0,0,0,0,0,0,0,NA,1
42,DUNE,1,B,J21,Parental,DUNE,DUNE,D1,D1-A17,0,0,0,0,0,0,0,NA,1
43,DUNE,1,B,J39,Parental,DUNE,DUNE,D1,D1-A33,1,1,1,1,1,0,289,1,0
44,DUNE,1,B,L26,Parental,DUNE,DUNE,D1,D1-A04,1,1,1,1,0,0,289,1,0
45,DUNE,1,B,L40,Parental,DUNE,DUNE,D0,D0-41,0,0,0,0,0,0,0,NA,1
46,DUNE,1,B,M23,Parental,DUNE,DUNE,D1,D1-A27,1,1,1,1,1,0,289,1,0
47,DUNE,1,B,M26,Parental,DUNE,DUNE,D3,D3-A11,1,1,1,1,1,0,304,1,0
48,DUNE,1,B,M37,Parental,DUNE,DUNE,D1,D1-A13,1,1,0,0,0,0,1,0,1
49,DUNE,1,B,N03,Parental,DUNE,DUNE,D0,D0-53,1,0,0,0,0,0,11,0,1
50,DUNE,1,B,N12,Parental,DUNE,DUNE,D1,D1-A15,1,1,1,0,0,0,143,0,1
51,DUNE,1,B,N27,Parental,DUNE,DUNE,D1,D1-A24,1,1,1,0,0,0,114,0,1
52,DUNE,1,B,O15,Parental,DUNE,DUNE,D0,D0-39,1,1,1,1,1,0,289,1,0
53,DUNE,1,C,A12,Parental,DUNE,DUNE,D0,D0-43,1,1,1,1,1,0,302,1,0
54,DUNE,1,C,A35,Parental,DUNE,DUNE,D1,D1-A19,1,1,1,1,0,0,248,0,1
55,DUNE,1,C,B10,Parental,DUNE,DUNE,D3,D3-A17,1,1,1,1,0,0,254,0,1
56,DUNE,1,C,B20,Parental,DUNE,DUNE,D3,D3-A31,0,0,0,0,0,0,0,NA,1
57,DUNE,1,C,D26,Parental,DUNE,DUNE,D3,D3-A25,0,0,0,0,0,0,0,NA,1
58,DUNE,1,C,D30,Parental,DUNE,DUNE,D0,D0-44,0,0,0,0,0,0,0,NA,1
59,DUNE,1,C,E03,Parental,DUNE,DUNE,D3,D3-A27,0,0,0,0,0,0,0,NA,1
60,DUNE,1,C,F12,Parental,DUNE,DUNE,D3,D3-A01,1,1,1,1,1,0,254,0,1
61,DUNE,1,C,F13,Parental,DUNE,DUNE,D3,D3-A18,0,0,0,0,0,0,0,NA,1
62,DUNE,1,C,G14,Parental,DUNE,DUNE,D3,D3-A07,1,1,1,1,1,0,252,0,1
63,DUNE,1,C,G25,Parental,DUNE,DUNE,D1,D1-A01,1,1,1,1,0,0,289,1,0
64,DUNE,1,C,G28,Parental,DUNE,DUNE,D0,D0-52,1,1,1,1,1,0,298,1,0
65,DUNE,1,C,H30,Parental,DUNE,DUNE,D1,D1-A22,1,1,1,1,0,0,219,0,1
66,DUNE,1,C,H40,Parental,DUNE,DUNE,D3,D3-A19,0,0,0,0,0,0,0,NA,1
67,DUNE,1,C,I03,Parental,DUNE,DUNE,D3,D3-A14,0,0,0,0,0,0,0,NA,1
68,DUNE,1,C,I04,Parental,DUNE,DUNE,D3,D3-A28,0,0,0,0,0,0,0,NA,1
69,DUNE,1,C,I08,Parental,DUNE,DUNE,D1,D1-AX,1,1,1,0,0,0,114,0,1
70,DUNE,1,C,I36,Parental,DUNE,DUNE,D1,D1-A02,1,1,1,1,0,0,239,0,1
71,DUNE,1,C,J02,Parental,DUNE,DUNE,D1,D1-A30,1,1,1,1,0,0,154,0,1
72,DUNE,1,C,J10,Parental,DUNE,DUNE,D3,D3-A22,1,1,1,1,1,1,306,1,0
73,DUNE,1,C,J32,Parental,DUNE,DUNE,D1,D1-A28,1,1,1,1,0,0,219,0,1
74,DUNE,1,C,L08,Parental,DUNE,DUNE,D0,D0-50,1,1,1,1,0,0,283,1,0
75,DUNE,1,C,L14,Parental,DUNE,DUNE,D1,D1-A10,1,1,1,1,0,0,183,0,1
76,DUNE,1,C,L36,Parental,DUNE,DUNE,D0,D0-55,0,0,0,0,0,0,0,NA,1
77,DUNE,1,C,M03,Parental,DUNE,DUNE,D0,D0-40,1,1,1,1,0,0,190,0,1
78,DUNE,1,C,N39,Parental,DUNE,DUNE,D3,D3-A08,1,1,1,0,0,0,143,0,1
79,DUNE,1,C,O13,Parental,DUNE,DUNE,D1,D1-A05,1,1,1,1,0,0,240,1,0
80,DUNE,1,C,O15,Parental,DUNE,DUNE,D0,D0-47,1,1,1,1,1,0,269,1,0
81,DUNE,2,A,B10,Parental,DUNE,DUNE,D1,D1-A23,1,0,0,0,0,0,36,0,1
82,DUNE,2,A,B34,Parental,DUNE,DUNE,D0,D0-48,1,1,1,1,1,0,308,1,0
83,DUNE,2,A,C33,Parental,DUNE,DUNE,D0,D0-51,0,0,0,0,0,0,0,NA,1
84,DUNE,2,A,D02,Parental,DUNE,DUNE,D3,D3-A24,0,0,0,0,0,0,0,NA,1
85,DUNE,2,A,D04,Parental,DUNE,DUNE,D0,D0-54,0,0,0,0,0,0,0,NA,1
86,DUNE,2,A,E12,Parental,DUNE,DUNE,D1,D1-A14,1,0,0,0,0,0,3,0,1
87,DUNE,2,A,F14,Parental,DUNE,DUNE,D1,D1-AY,1,1,1,1,1,0,289,1,0
88,DUNE,2,A,G30,Parental,DUNE,DUNE,D3,D3-A10,0,0,0,0,0,0,0,NA,1
89,DUNE,2,A,G31,Parental,DUNE,DUNE,D1,D1-A08,1,1,1,1,1,0,308,1,0
90,DUNE,2,A,G35,Parental,DUNE,DUNE,D1,D1-A07,1,1,1,1,0,0,183,0,1
91,DUNE,2,A,H34,Parental,DUNE,DUNE,D0,D0-38,1,1,1,1,1,0,310,1,0
92,DUNE,2,A,H35,Parental,DUNE,DUNE,D0,D0-36,1,1,1,1,1,0,310,1,0
93,DUNE,2,A,H37,Parental,DUNE,DUNE,D3,D3-A26,0,0,0,0,0,0,0,NA,1
94,DUNE,2,A,H40,Parental,DUNE,DUNE,D1,D1-A29,1,1,1,0,0,0,114,0,1
95,DUNE,2,A,J03,Parental,DUNE,DUNE,D0,D0-27,0,0,0,0,0,0,0,NA,1
96,DUNE,2,A,J29,Parental,DUNE,DUNE,D1,D1-A11,1,1,1,0,0,0,141,0,1
97,DUNE,2,A,J30,Parental,DUNE,DUNE,D0,D0-37,1,1,1,0,0,0,143,0,1
98,DUNE,2,A,K08,Parental,DUNE,DUNE,D1,D1-A09,1,1,1,1,1,0,300,1,0
99,DUNE,2,A,K20,Parental,DUNE,DUNE,D1,D1-A06,1,1,1,1,1,0,300,1,0
100,DUNE,2,A,K31,Parental,DUNE,DUNE,D3,D3-A13,1,1,1,1,1,0,298,1,0
101,DUNE,2,A,L04,Parental,DUNE,DUNE,D0,D0-28,1,1,1,1,1,1,308,1,0
102,DUNE,2,A,N24,Parental,DUNE,DUNE,D0,D0-46,1,1,1,1,1,0,224,0,1
103,DUNE,2,A,O01,Parental,DUNE,DUNE,D3,D3-A04,0,0,0,0,0,0,0,NA,1
104,DUNE,2,A,O14,Parental,DUNE,DUNE,D3,D3-A03,1,1,1,1,1,0,298,1,0
105,DUNE,2,A,O33,Parental,DUNE,DUNE,D1,D1-A03,1,1,1,1,1,1,260,0,1
106,DUNE,2,B,B39,Parental,DUNE,DUNE,D3,D3-A05,1,0,1,0,0,0,89,0,1
107,DUNE,2,B,C27,Parental,DUNE,DUNE,D1,D1-A32,1,1,1,1,1,0,250,0,1
108,DUNE,2,B,E05,Parental,DUNE,DUNE,D3,D3-A21,1,1,1,1,1,0,224,0,1
109,DUNE,2,B,F03,Parental,DUNE,DUNE,D0,D0-29,0,0,0,0,0,0,0,NA,1
110,DUNE,2,B,F23,Parental,DUNE,DUNE,D3,D3-A12,0,0,0,0,0,0,0,NA,1
111,DUNE,2,B,G09,Parental,DUNE,DUNE,D0,D0-42,1,1,1,1,1,0,310,1,0
112,DUNE,2,B,G12,Parental,DUNE,DUNE,D1,D1-A20,1,1,1,1,1,1,308,1,0
113,DUNE,2,B,G15,Parental,DUNE,DUNE,D3,D3-A20,0,0,0,0,0,0,0,NA,1
114,DUNE,2,B,G17,Parental,DUNE,DUNE,D3,D3-A23,1,1,1,0,0,0,26,0,1
115,DUNE,2,B,G37,Parental,DUNE,DUNE,D0,D0-30,1,0,0,0,0,0,22,0,1
116,DUNE,2,B,H03,Parental,DUNE,DUNE,D3,D3-A02,0,0,0,0,0,0,0,NA,1
117,DUNE,2,B,H06,Parental,DUNE,DUNE,D1,D1-A12,1,1,1,1,0,0,197,0,1
118,DUNE,2,B,H11,Parental,DUNE,DUNE,D1,D1-A16,1,1,1,0,0,0,114,0,1
119,DUNE,2,B,H27,Parental,DUNE,DUNE,D0,D0-31,1,1,1,1,1,0,308,1,0
120,DUNE,2,B,I01,Parental,DUNE,DUNE,D0,D0-49,1,1,1,1,0,0,183,0,1
121,DUNE,2,B,I03,Parental,DUNE,DUNE,D0,D0-34,1,1,1,1,1,0,306,1,0
122,DUNE,2,B,J21,Parental,DUNE,DUNE,D1,D1-A17,1,0,0,0,0,0,5,0,1
123,DUNE,2,B,J39,Parental,DUNE,DUNE,D1,D1-A33,1,1,1,1,1,0,239,0,1
124,DUNE,2,B,L26,Parental,DUNE,DUNE,D1,D1-A04,0,0,0,0,0,0,0,NA,1
125,DUNE,2,B,L40,Parental,DUNE,DUNE,D0,D0-41,1,1,1,0,0,0,114,0,1
126,DUNE,2,B,M23,Parental,DUNE,DUNE,D1,D1-A27,1,1,1,1,0,0,240,1,0
127,DUNE,2,B,M26,Parental,DUNE,DUNE,D3,D3-A11,0,0,0,0,0,0,0,NA,1
128,DUNE,2,B,M37,Parental,DUNE,DUNE,D1,D1-A13,1,1,1,1,0,0,214,0,1
129,DUNE,2,B,N03,Parental,DUNE,DUNE,D0,D0-53,1,1,1,1,1,0,233,0,1
130,DUNE,2,B,N12,Parental,DUNE,DUNE,D1,D1-A15,1,1,1,1,0,0,219,0,1
131,DUNE,2,B,N27,Parental,DUNE,DUNE,D1,D1-A24,0,0,0,0,0,0,0,NA,1
132,DUNE,2,B,O15,Parental,DUNE,DUNE,D0,D0-39,1,1,1,1,0,0,256,0,1
133,DUNE,2,C,A12,Parental,DUNE,DUNE,D0,D0-43,1,1,1,1,1,0,308,1,0
134,DUNE,2,C,A35,Parental,DUNE,DUNE,D1,D1-A19,1,1,1,1,0,0,154,0,1
135,DUNE,2,C,B10,Parental,DUNE,DUNE,D3,D3-A17,0,0,0,0,0,0,0,NA,1
136,DUNE,2,C,B20,Parental,DUNE,DUNE,D3,D3-A31,1,1,1,1,1,0,283,1,0
137,DUNE,2,C,D26,Parental,DUNE,DUNE,D3,D3-A25,1,1,1,0,0,0,75,0,1
138,DUNE,2,C,D30,Parental,DUNE,DUNE,D0,D0-44,1,1,1,1,1,0,222,0,1
139,DUNE,2,C,E03,Parental,DUNE,DUNE,D3,D3-A27,0,0,0,0,0,0,0,NA,1
140,DUNE,2,C,F12,Parental,DUNE,DUNE,D3,D3-A01,0,0,0,0,0,0,0,NA,1
141,DUNE,2,C,F13,Parental,DUNE,DUNE,D3,D3-A18,1,1,1,0,0,0,114,0,1
142,DUNE,2,C,G14,Parental,DUNE,DUNE,D3,D3-A07,0,0,0,0,0,0,0,NA,1
143,DUNE,2,C,G25,Parental,DUNE,DUNE,D1,D1-A01,1,1,1,1,1,0,306,1,0
144,DUNE,2,C,G28,Parental,DUNE,DUNE,D0,D0-52,0,0,0,0,0,0,0,NA,1
145,DUNE,2,C,H30,Parental,DUNE,DUNE,D1,D1-A22,1,1,1,1,0,0,219,0,1
146,DUNE,2,C,H40,Parental,DUNE,DUNE,D3,D3-A19,0,0,0,0,0,0,0,NA,1
147,DUNE,2,C,I03,Parental,DUNE,DUNE,D3,D3-A14,0,0,0,0,0,0,0,NA,1
148,DUNE,2,C,I04,Parental,DUNE,DUNE,D3,D3-A28,0,0,0,0,0,0,0,NA,1
149,DUNE,2,C,I08,Parental,DUNE,DUNE,D1,D1-AX,0,0,0,0,0,0,0,NA,1
150,DUNE,2,C,I36,Parental,DUNE,DUNE,D1,D1-A02,0,0,0,0,0,0,0,NA,1
151,DUNE,2,C,J02,Parental,DUNE,DUNE,D1,D1-A30,1,1,1,1,1,0,289,1,0
152,DUNE,2,C,J10,Parental,DUNE,DUNE,D3,D3-A22,1,1,1,0,0,0,143,0,1
153,DUNE,2,C,J32,Parental,DUNE,DUNE,D1,D1-A28,0,0,0,0,0,0,0,NA,1
154,DUNE,2,C,L14,Parental,DUNE,DUNE,D1,D1-A10,0,0,0,0,0,0,0,NA,1
155,DUNE,2,C,L36,Parental,DUNE,DUNE,D0,D0-55,1,1,1,1,1,0,260,0,1
156,DUNE,2,C,M03,Parental,DUNE,DUNE,D0,D0-40,0,0,0,0,0,0,0,NA,1
157,DUNE,2,C,N39,Parental,DUNE,DUNE,D3,D3-A08,1,1,1,1,1,1,256,0,1
158,DUNE,2,C,O13,Parental,DUNE,DUNE,D1,D1-A05,1,1,1,1,1,0,300,1,0
159,DUNE,2,C,O15,Parental,DUNE,DUNE,D0,D0-47,1,1,1,1,1,1,258,0,1
160,DUNE,3,A,B10,Parental,DUNE,DUNE,D1,D1-A23,0,0,0,0,0,0,0,NA,1
161,DUNE,3,A,B34,Parental,DUNE,DUNE,D0,D0-48,1,1,1,1,1,0,310,1,0
162,DUNE,3,A,C33,Parental,DUNE,DUNE,D0,D0-51,1,1,1,1,1,0,310,1,0
163,DUNE,3,A,D02,Parental,DUNE,DUNE,D3,D3-A24,1,1,1,1,1,0,300,1,0
164,DUNE,3,A,D04,Parental,DUNE,DUNE,D0,D0-54,0,0,0,0,0,0,0,NA,1
165,DUNE,3,A,E12,Parental,DUNE,DUNE,D1,D1-A14,0,0,0,0,0,0,0,NA,1
166,DUNE,3,A,F14,Parental,DUNE,DUNE,D1,D1-AY,1,1,1,0,0,0,172,0,1
167,DUNE,3,A,G30,Parental,DUNE,DUNE,D3,D3-A10,0,0,0,0,0,0,0,NA,1
168,DUNE,3,A,G31,Parental,DUNE,DUNE,D1,D1-A08,1,1,1,1,1,0,308,1,0
169,DUNE,3,A,G35,Parental,DUNE,DUNE,D1,D1-A07,0,0,0,0,0,0,0,NA,1
170,DUNE,3,A,H34,Parental,DUNE,DUNE,D0,D0-38,1,1,1,1,1,0,310,1,0
171,DUNE,3,A,H35,Parental,DUNE,DUNE,D0,D0-36,1,1,1,0,0,0,143,0,1
172,DUNE,3,A,H37,Parental,DUNE,DUNE,D3,D3-A26,0,0,0,0,0,0,0,NA,1
173,DUNE,3,A,H40,Parental,DUNE,DUNE,D1,D1-A29,0,0,0,0,0,0,0,NA,1
174,DUNE,3,A,J03,Parental,DUNE,DUNE,D0,D0-27,0,0,0,0,0,0,0,NA,1
175,DUNE,3,A,J29,Parental,DUNE,DUNE,D1,D1-A11,1,1,1,1,1,0,248,0,1
176,DUNE,3,A,J30,Parental,DUNE,DUNE,D0,D0-37,0,0,0,0,0,0,0,NA,1
177,DUNE,3,A,K08,Parental,DUNE,DUNE,D1,D1-A09,1,1,1,1,1,0,289,1,0
178,DUNE,3,A,K20,Parental,DUNE,DUNE,D1,D1-A06,1,1,1,1,1,0,302,1,0
179,DUNE,3,A,K31,Parental,DUNE,DUNE,D3,D3-A13,1,1,1,1,1,0,300,1,0
180,DUNE,3,A,L04,Parental,DUNE,DUNE,D0,D0-28,1,1,1,1,1,0,289,1,0
181,DUNE,3,A,N24,Parental,DUNE,DUNE,D0,D0-46,1,0,0,0,0,0,9,0,1
182,DUNE,3,A,O01,Parental,DUNE,DUNE,D3,D3-A04,1,1,1,1,1,1,306,1,0
183,DUNE,3,A,O14,Parental,DUNE,DUNE,D3,D3-A03,0,0,0,0,0,0,0,NA,1
184,DUNE,3,A,O33,Parental,DUNE,DUNE,D1,D1-A03,1,1,1,1,1,0,310,1,0
185,DUNE,3,B,B39,Parental,DUNE,DUNE,D3,D3-A05,1,1,1,1,1,1,308,1,0
186,DUNE,3,B,C27,Parental,DUNE,DUNE,D1,D1-A32,0,0,0,0,0,0,0,NA,1
187,DUNE,3,B,E05,Parental,DUNE,DUNE,D3,D3-A21,0,0,0,0,0,0,0,NA,1
188,DUNE,3,B,F03,Parental,DUNE,DUNE,D0,D0-29,0,0,0,0,0,0,0,NA,1
189,DUNE,3,B,F23,Parental,DUNE,DUNE,D3,D3-A12,1,0,1,0,0,0,89,0,1
190,DUNE,3,B,G09,Parental,DUNE,DUNE,D0,D0-42,1,1,1,1,1,0,256,0,1
191,DUNE,3,B,G12,Parental,DUNE,DUNE,D1,D1-A20,1,1,1,1,1,0,308,1,0
192,DUNE,3,B,G15,Parental,DUNE,DUNE,D3,D3-A20,1,1,1,1,1,1,260,0,1
193,DUNE,3,B,G17,Parental,DUNE,DUNE,D3,D3-A23,1,1,1,1,1,0,310,1,0
194,DUNE,3,B,G37,Parental,DUNE,DUNE,D0,D0-30,1,1,1,1,1,1,308,1,0
195,DUNE,3,B,H03,Parental,DUNE,DUNE,D3,D3-A02,1,1,1,1,1,0,269,1,0
196,DUNE,3,B,H06,Parental,DUNE,DUNE,D1,D1-A12,1,1,1,0,0,0,114,0,1
